dataset,cow_id,view,has_rgb_png,has_depth_png,has_view_ply,has_top_level_ply,has_aligned_ply
CowDatabase2,57,top,True,True,True,False,True
CowDatabase2,58,left,True,True,True,False,True
CowDatabase2,58,right,True,True,True,False,True
CowDatabase2,58,top,True,True,True,False,True
CowDatabase2,59,left,True,True,True,False,True
CowDatabase2,59,right,True,True,True,False,True
CowDatabase2,59,top,True,True,True,False,True
CowDatabase2,6,left,True,True,True,False,True
CowDatabase2,6,right,True,True,True,False,True
CowDatabase2,6,top,True,True,True,False,True
CowDatabase2,60,left,True,True,True,False,True
CowDatabase2,60,right,True,True,True,False,True
CowDatabase2,60,top,True,True,True,False,True
CowDatabase2,61,left,True,True,True,False,True
CowDatabase2,61,right,True,True,True,False,True
CowDatabase2,61,top,True,True,True,False,True
CowDatabase2,62,left,True,True,True,False,True
CowDatabase2,62,right,True,True,True,False,True
CowDatabase2,62,top,True,True,True,False,True
CowDatabase2,63,left,True,True,True,False,True
CowDatabase2,63,right,True,True,True,False,True
CowDatabase2,63,top,True,True,True,False,True
CowDatabase2,64,left,True,True,True,False,True
CowDatabase2,64,right,True,True,True,False,True
CowDatabase2,64,top,True,True,True,False,True
CowDatabase2,65,left,True,True,True,False,True
CowDatabase2,65,right,True,True,True,False,True
CowDatabase2,65,top,True,True,True,False,True
CowDatabase2,66,left,True,True,True,False,True
CowDatabase2,66,right,True,True,True,False,True
CowDatabase2,66,top,True,True,True,False,True
CowDatabase2,67,left,True,True,True,False,True
CowDatabase2,67,right,True,True,True,False,True
CowDatabase2,67,top,True,True,True,False,True
CowDatabase2,68,left,True,True,True,False,True
CowDatabase2,68,right,True,True,True,False,True
CowDatabase2,68,top,True,True,True,False,True
CowDatabase2,69,left,True,True,True,False,True
CowDatabase2,69,right,True,True,True,False,True
CowDatabase2,69,top,True,True,True,False,True
CowDatabase2,7,left,True,True,True,False,True
CowDatabase2,7,right,True,True,True,False,True
CowDatabase2,7,top,True,True,True,False,True
CowDatabase2,70,left,True,True,True,False,True
CowDatabase2,70,right,True,True,True,False,True
CowDatabase2,70,top,True,True,True,False,True
CowDatabase2,71,left,True,True,True,False,True
CowDatabase2,71,right,True,True,True,False,True
CowDatabase2,71,top,True,True,True,False,True
CowDatabase2,72,left,True,True,True,False,True
CowDatabase2,72,right,True,True,True,False,True
CowDatabase2,72,top,True,True,True,False,True
CowDatabase2,73,left,True,True,True,False,True
CowDatabase2,73,right,True,True,True,False,True
CowDatabase2,73,top,True,True,True,False,True
CowDatabase2,74,left,True,True,True,False,True
CowDatabase2,74,right,True,True,True,False,True
CowDatabase2,74,top,True,True,True,False,True
CowDatabase2,75,left,True,True,True,False,True
CowDatabase2,75,right,True,True,True,False,True
CowDatabase2,75,top,True,True,True,False,True
CowDatabase2,76,left,True,True,True,False,True
CowDatabase2,76,right,True,True,True,False,True
CowDatabase2,76,top,True,True,True,False,True
CowDatabase2,77,left,True,True,True,False,True
CowDatabase2,77,right,True,True,True,False,True
CowDatabase2,77,top,True,True,True,False,True
CowDatabase2,78,left,True,True,True,False,True
CowDatabase2,78,right,True,True,True,False,True
CowDatabase2,78,top,True,True,True,False,True
CowDatabase2,79,left,True,True,True,False,True
CowDatabase2,79,right,True,True,True,False,True
CowDatabase2,79,top,True,True,True,False,True
CowDatabase2,8,left,True,True,True,False,True
CowDatabase2,8,right,True,True,True,False,True
CowDatabase2,8,top,True,True,True,False,True
CowDatabase2,80,left,True,True,True,False,True
CowDatabase2,80,right,True,True,True,False,True
CowDatabase2,80,top,True,True,True,False,True
CowDatabase2,81,left,True,True,True,False,True
CowDatabase2,81,right,True,True,True,False,True
CowDatabase2,81,top,True,True,True,False,True
CowDatabase2,82,left,True,True,True,False,True
CowDatabase2,82,right,True,True,True,False,True
CowDatabase2,82,top,True,True,True,False,True
CowDatabase2,83,left,True,True,True,False,True
CowDatabase2,83,right,True,True,True,False,True
CowDatabase2,83,top,True,True,True,False,True
CowDatabase2,84,left,True,True,True,False,True
CowDatabase2,84,right,True,True,True,False,True
CowDatabase2,84,top,True,True,True,False,True
CowDatabase2,85,left,True,True,True,False,True
CowDatabase2,85,right,True,True,True,False,True
CowDatabase2,85,top,True,True,True,False,True
CowDatabase2,86,left,True,True,True,False,True
CowDatabase2,86,right,True,True,True,False,True
CowDatabase2,86,top,True,True,True,False,True
CowDatabase2,87,left,True,True,True,False,True
CowDatabase2,87,right,True,True,True,False,True
CowDatabase2,87,top,True,True,True,False,True
CowDatabase2,88,left,True,True,True,False,True
CowDatabase2,88,right,True,True,True,False,True
CowDatabase2,88,top,True,True,True,False,True
CowDatabase2,89,left,True,True,True,False,True
CowDatabase2,89,right,True,True,True,False,True
CowDatabase2,89,top,True,True,True,False,True
CowDatabase2,9,left,True,True,True,False,True
CowDatabase2,9,right,True,True,True,False,True
CowDatabase2,9,top,True,True,True,False,True
CowDatabase2,90,left,True,True,True,False,True
CowDatabase2,90,right,True,True,True,False,True
CowDatabase2,90,top,True,True,True,False,True
CowDatabase2,91,left,True,True,True,False,True
CowDatabase2,91,right,True,True,True,False,True
CowDatabase2,91,top,True,True,True,False,True
CowDatabase2,92,left,True,True,True,False,True
CowDatabase2,92,right,True,True,True,False,True
CowDatabase2,92,top,True,True,True,False,True
CowDatabase2,93,left,True,True,True,False,True
CowDatabase2,93,right,True,True,True,False,True
CowDatabase2,93,top,True,True,True,False,True
CowDatabase2,94,left,True,True,True,False,True
CowDatabase2,94,right,True,True,True,False,True
CowDatabase2,94,top,True,True,True,False,True
CowDatabase2,95,left,True,True,True,False,True
CowDatabase2,95,right,True,True,True,False,True
CowDatabase2,95,top,True,True,True,False,True
CowDatabase2,96,left,True,True,True,False,True
CowDatabase2,96,right,True,True,True,False,True
CowDatabase2,96,top,True,True,True,False,True
CowDatabase2,97,left,True,True,True,False,True
CowDatabase2,97,right,True,True,True,False,True
CowDatabase2,97,top,True,True,True,False,True
CowDatabase2,98,left,True,True,True,False,True
CowDatabase2,98,right,True,True,True,False,True
CowDatabase2,98,top,True,True,True,False,True
CowDatabase2,99,left,True,True,True,False,True
CowDatabase2,99,right,True,True,True,False,True
CowDatabase2,99,top,True,True,True,False,True
